frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,7266153.160078,302356.000000,119680.063590
4,4737736.729194,299969.000000,2147.116206
8,4592449.337751,296865.000000,142978.924314
16,6029582.409604,306945.000000,360.349830
32,5739634.342535,302406.000000,2233.559267
64,5265311.188859,302895.000000,20109.552655
128,6304746.444453,308021.000000,165774.796782
256,6033030.142350,307629.000000,59227.189094
512,5238866.204937,307624.000000,129525.469847
1024,6570689.390187,297608.000000,594240.301131
2048,3967945.093685,277091.000000,495701.394776
4096,6560954.642275,303929.000000,2565586.099682
8192,6843247.523665,246311.000000,1718963.443780
16384,4552390.052586,212698.000000,2184045.754019
32768,5387489.344399,233290.000000,3886835.322073
65536,4275418.601683,266906.000000,2457567.099225
