frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5793942.920161,302700.000000,108.853112
4,6846218.041994,301263.000000,39.661064
8,5213689.066084,283198.000000,84.279298
16,7301636.283341,291860.000000,382446.520918
32,6928210.900707,298867.000000,264104.380935
64,8432312.769466,303932.000000,78050.688831
128,8049704.850106,295515.000000,92870.536162
256,7441668.555167,290468.000000,588157.212351
512,7278497.095080,275310.000000,871107.641079
1024,8522293.397429,302976.000000,1466506.070648
2048,5225788.461380,298718.000000,2307791.449784
4096,5939663.177504,302920.000000,395582.485917
8192,11160382.219850,297129.000000,5219180.569595
16384,9512984.840411,291397.000000,4166184.458253
32768,10659766.286604,306405.000000,6208808.838641
65536,1283562.286915,68361.000000,1266532.240034
