frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5598233.840070,304923.000000,11490.442376
4,5137799.944288,273938.000000,5974.115834
8,5612184.143782,296161.000000,151.710250
16,3904532.583852,293980.000000,52248.897185
32,6278300.612839,297647.000000,71537.481162
64,6965586.413339,303509.000000,597467.329511
128,5859510.709656,301208.000000,227101.021733
256,8000977.077126,306590.000000,50351.242586
512,7274090.441395,305630.000000,1035057.387267
1024,6827413.672137,303587.000000,853672.766749
2048,8136170.921838,293219.000000,2434268.591550
4096,4965162.505438,283130.000000,873419.858206
8192,8996519.563727,295976.000000,3583237.324044
16384,7663768.852929,304042.000000,2619775.548573
32768,2663555.984237,163943.000000,1193952.130273
65536,1759421.800916,111390.000000,0.000000
