frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5922360.237694,276018.000000,48.538644
4,5098693.103414,297740.000000,12433.698484
8,5409808.075159,291217.000000,255415.297917
16,6193742.953050,304056.000000,246993.944462
32,6615107.345541,295696.000000,1526.621761
64,5778486.622343,288099.000000,448012.404083
128,7058825.080512,303967.000000,71788.625589
256,6930676.305780,303962.000000,249329.617892
512,6318364.197367,287712.000000,379496.459434
1024,8454437.562807,303385.000000,849730.201319
2048,6718798.950540,274380.000000,1022671.926843
4096,7171245.042949,304242.000000,2447828.280213
8192,6977312.966721,304754.000000,469356.498002
16384,6259953.138937,271866.000000,1927685.716282
32768,7123824.861211,306706.000000,5900491.180898
65536,1810783.796485,80391.000000,1472217.201676
