frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4257009.829105,230093.000000,0.000000
4,5215348.977585,292805.000000,0.000000
8,3440045.722433,288042.000000,0.000000
16,6539742.979652,304241.000000,0.000000
32,5468031.132899,303658.000000,0.000000
64,7370278.886707,301845.000000,0.000000
128,5025405.595377,301892.000000,0.000000
256,6909524.829542,304449.000000,0.000000
512,7353017.667661,288204.000000,0.000000
1024,4633440.841332,200267.000000,0.000000
2048,5277169.726856,302240.000000,0.000000
4096,1844192.996934,185362.000000,0.000000
8192,6638254.714483,275282.000000,0.000000
16384,6074200.277763,258797.000000,0.000000
32768,3240875.902867,192202.000000,0.000000
65536,3616480.716346,145537.000000,0.000000
