Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
32,7.918000,512.000000,56509.848142,24003.000000,56509.848142,24003.000000,56509.848142,24003.000000,56509.848142,24003.000000,56509.848142,24003.000000,56509.848142,24003.000000
32,4.639000,32768.000000,186874.312577,88988.000000,186874.312577,88988.000000,186874.312577,88988.000000,186874.312577,88988.000000,186874.312577,88988.000000,186874.312577,88988.000000
32,16.772000,64.000000,35043.919915,7302.000000,35043.919915,7302.000000,35043.919915,7302.000000,35043.919915,7302.000000,35043.919915,7302.000000,35043.919915,7302.000000
32,30.000000,6.000000,87918.560282,23452.000000,87918.560282,23452.000000,87918.560282,23452.000000,87918.560282,23452.000000,87918.560282,23452.000000,87918.560282,23452.000000
32,30.000000,18.000000,57677.764893,1962.000000,57677.764893,1962.000000,57677.764893,1962.000000,57677.764893,1962.000000,57677.764893,1962.000000,57677.764893,1962.000000
32,30.000000,15.000000,36690.096852,6323.000000,36690.096852,6323.000000,36690.096852,6323.000000,36690.096852,6323.000000,36690.096852,6323.000000,36690.096852,6323.000000
32,30.000000,12.000000,69463.480348,2927.000000,69463.480348,2927.000000,69463.480348,2927.000000,69463.480348,2927.000000,69463.480348,2927.000000,69463.480348,2927.000000
32,5.649000,4096.000000,267002.611628,157672.000000,267002.611628,157672.000000,267002.611628,157672.000000,267002.611628,157672.000000,267002.611628,157672.000000,267002.611628,157672.000000
32,30.000000,9.000000,58614.341138,16787.000000,58614.341138,16787.000000,58614.341138,16787.000000,58614.341138,16787.000000,58614.341138,16787.000000,58614.341138,16787.000000
32,4.073000,262144.000000,371126.882075,151689.000000,371126.882075,151689.000000,371126.882075,151689.000000,371126.882075,151689.000000,371126.882075,151689.000000,371126.882075,151689.000000
