Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
30,4.073000,262144.000000,265933.171741,98252.000000,265933.171741,98252.000000,265933.171741,98252.000000,265933.171741,98252.000000,265933.171741,98252.000000,265933.171741,98252.000000
30,30.000000,12.000000,373708.321043,24240.000000,373708.321043,24240.000000,373708.321043,24240.000000,373708.321043,24240.000000,373708.321043,24240.000000,373708.321043,24240.000000
30,30.000000,6.000000,366436.411443,20112.000000,366436.411443,20112.000000,366436.411443,20112.000000,366436.411443,20112.000000,366436.411443,20112.000000,366436.411443,20112.000000
30,4.639000,32768.000000,373840.022363,179934.000000,373840.022363,179934.000000,373840.022363,179934.000000,373840.022363,179934.000000,373840.022363,179934.000000,373840.022363,179934.000000
30,16.772000,64.000000,392793.466105,22071.000000,392793.466105,22071.000000,392793.466105,22071.000000,392793.466105,22071.000000,392793.466105,22071.000000,392793.466105,22071.000000
30,30.000000,15.000000,724672.871037,27510.000000,724672.871037,27510.000000,724672.871037,27510.000000,724672.871037,27510.000000,724672.871037,27510.000000,724672.871037,27510.000000
30,30.000000,9.000000,352279.316279,5888.000000,352279.316279,5888.000000,352279.316279,5888.000000,352279.316279,5888.000000,352279.316279,5888.000000,352279.316279,5888.000000
30,30.000000,18.000000,273246.988036,6601.000000,273246.988036,6601.000000,273246.988036,6601.000000,273246.988036,6601.000000,273246.988036,6601.000000,273246.988036,6601.000000
30,7.918000,512.000000,213581.994227,83838.000000,213581.994227,83838.000000,213581.994227,83838.000000,213581.994227,83838.000000,213581.994227,83838.000000,213581.994227,83838.000000
30,5.649000,4096.000000,563417.731370,298591.000000,563417.731370,298591.000000,563417.731370,298591.000000,563417.731370,298591.000000,563417.731370,298591.000000,563417.731370,298591.000000
