arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
24,50.000000,25,3748031.455740,3755215.852751,3783662.295137,3739575.983365,3811425.157334,3885301.172822,3663273.088831,3707350.232132
24,1000.000000,400,119667527.380341,119667527.380341,119667527.380341,119667527.380341,119667527.380341,119667527.380341,119667527.380341,119667527.380341
24,250.000000,100,28615598.018550,28615598.018550,28615598.018550,28615598.018550,28615598.018550,28615598.018550,28615598.018550,28615598.018550
24,4.073000,262144,2450513.348079,2125399.245579,2125399.245579,2125399.245579,2125399.245579,2125399.245579,2125399.245579,2125399.245579
24,5.649000,4096,8947529.264863,8935788.247721,8935788.247721,8935788.247721,8935788.247721,8935788.247721,8935788.247721,8935788.247721
24,4.639000,32768,3945308.727800,3945308.727800,3945308.727800,3945308.727800,3945308.727800,3945308.727800,3945308.727800,3945308.727800
24,7.918000,512,19557220.470093,19615321.444051,19676844.524489,19676844.524489,19676844.524489,19676844.524489,19676844.524489,19676844.524489
24,16.772000,64,29253910.976643,29253910.976643,29253910.976643,29253910.976643,29253910.976643,29253910.976643,29253910.976643,29253910.976643
24,30.000000,12,31393513.916239,31393513.916239,31393513.916239,31393513.916239,31393513.916239,31393513.916239,31393513.916239,31393513.916239
24,30.000000,9,30081700.678991,30081700.678991,30081700.678991,30081700.678991,30081700.678991,30081700.678991,30081700.678991,30081700.678991
24,30.000000,6,29937491.938996,29937491.938996,29937491.938996,29937491.938996,29937491.938996,29937491.938996,29937491.938996,29937491.938996
