Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
20,5.649000,4096.000000,1606304.559874,260363.000000,1606304.559874,260363.000000,1606304.559874,260363.000000,1606304.559874,260363.000000,1606304.559874,260363.000000,1606304.559874,260363.000000
20,4.073000,262144.000000,645981.307625,220679.000000,645981.307625,220679.000000,645981.307625,220679.000000,645981.307625,220679.000000,645981.307625,220679.000000,645981.307625,220679.000000
20,4.639000,32768.000000,1126581.966707,249499.000000,1126581.966707,249499.000000,1126581.966707,249499.000000,1126581.966707,249499.000000,1126581.966707,249499.000000,1126581.966707,249499.000000
20,7.918000,512.000000,3570888.337832,288650.000000,3570888.337832,288650.000000,3570888.337832,288650.000000,3570888.337832,288650.000000,3570888.337832,288650.000000,3570888.337832,288650.000000
20,30.000000,18.000000,6218126.333370,107971.000000,6218126.333370,107971.000000,6218126.333370,107971.000000,6218126.333370,107971.000000,6218126.333370,107971.000000,6218126.333370,107971.000000
20,30.000000,15.000000,6313967.140213,109336.000000,6313967.140213,109336.000000,6313967.140213,109336.000000,6313967.140213,109336.000000,6313967.140213,109336.000000,6313967.140213,109336.000000
20,30.000000,12.000000,5611491.052643,98643.000000,5611491.052643,98643.000000,5611491.052643,98643.000000,5611491.052643,98643.000000,5611491.052643,98643.000000,5611491.052643,98643.000000
20,30.000000,6.000000,6093166.254692,105545.000000,6093166.254692,105545.000000,6093166.254692,105545.000000,6093166.254692,105545.000000,6093166.254692,105545.000000,6093166.254692,105545.000000
20,30.000000,9.000000,5800750.949346,104776.000000,5800750.949346,104776.000000,5800750.949346,104776.000000,5800750.949346,104776.000000,5800750.949346,104776.000000,5800750.949346,104776.000000
20,16.772000,64.000000,6088062.318436,104127.000000,6088062.318436,104127.000000,6088062.318436,104127.000000,6088062.318436,104127.000000,6088062.318436,104127.000000,6088062.318436,104127.000000
