arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
30,250.000000,100,28104673.385955,28104673.385955,28104673.385955,28104673.385955,28104673.385955,28104673.385955,28104673.385955,28104673.385955
30,50.000000,25,2843960.915071,2943265.865037,2943265.865037,2942550.885720,2942550.885720,2943288.576571,2943265.865037,2943288.576571
30,1000.000000,400,119059963.983588,119059963.983588,119059963.983588,119059963.983588,119059963.983588,119059963.983588,119059963.983588,119059963.983588
30,16.772000,64,890844.677686,890796.211509,890796.211509,890796.211509,890796.211509,890796.211509,890796.211509,890796.211509
30,30.000000,9,1757154.401912,1757154.401912,1757154.401912,1757154.401912,1757154.401912,1757154.401912,1757154.401912,1757154.401912
30,30.000000,6,2548372.904501,2548372.904501,2548372.904501,2548372.904501,2548372.904501,2548372.904501,2548372.904501,2548372.904501
30,30.000000,12,2936980.364420,2936980.364420,2936980.364420,2936980.364420,2936980.364420,2936980.364420,2936980.364420,2936980.364420
30,7.918000,512,4888144.056725,5537776.972260,5489267.893446,5596984.688179,4414440.822199,4075218.086975,3849919.337186,4293357.849213
30,4.639000,32768,825517.285840,712783.611368,712783.611368,712783.611368,712783.611368,712783.611368,712783.611368,712783.611368
30,5.649000,4096,2592721.983153,2592721.983153,2592721.983153,2592721.983153,2592721.983153,2592721.983153,2592721.983153,2592721.983153
30,4.073000,262144,2210889.530899,1092084.023859,1092084.023859,1092084.023859,1092084.023859,1092084.023859,1092084.023859,1092084.023859
