Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
32,30.000000,18.000000,43275.093992,4577.000000,43275.093992,4577.000000,43275.093992,4577.000000,43275.093992,4577.000000,43275.093992,4577.000000,43275.093992,4577.000000
32,7.918000,512.000000,62607.929769,22348.000000,62607.929769,22348.000000,62607.929769,22348.000000,62607.929769,22348.000000,62607.929769,22348.000000,62607.929769,22348.000000
32,30.000000,15.000000,81980.390710,14785.000000,81980.390710,14785.000000,81980.390710,14785.000000,81980.390710,14785.000000,81980.390710,14785.000000,81980.390710,14785.000000
32,4.639000,32768.000000,171132.615427,44378.000000,171132.615427,44378.000000,171132.615427,44378.000000,171132.615427,44378.000000,171132.615427,44378.000000,171132.615427,44378.000000
32,5.649000,4096.000000,99399.330923,33839.000000,99399.330923,33839.000000,99399.330923,33839.000000,99399.330923,33839.000000,99399.330923,33839.000000,99399.330923,33839.000000
32,30.000000,9.000000,41787.966677,3425.000000,41787.966677,3425.000000,41787.966677,3425.000000,41787.966677,3425.000000,41787.966677,3425.000000,41787.966677,3425.000000
32,16.772000,64.000000,96916.667627,9168.000000,96916.667627,9168.000000,96916.667627,9168.000000,96916.667627,9168.000000,96916.667627,9168.000000,96916.667627,9168.000000
32,30.000000,6.000000,34071.172698,7910.000000,34071.172698,7910.000000,34071.172698,7910.000000,34071.172698,7910.000000,34071.172698,7910.000000,34071.172698,7910.000000
32,30.000000,12.000000,37095.832637,4993.000000,37095.832637,4993.000000,37095.832637,4993.000000,37095.832637,4993.000000,37095.832637,4993.000000,37095.832637,4993.000000
32,4.073000,262144.000000,185878.267264,37277.000000,185878.267264,37277.000000,185878.267264,37277.000000,185878.267264,37277.000000,185878.267264,37277.000000,185878.267264,37277.000000
