Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
36,30.000000,15.000000,16663.864348,3317.000000,16663.864348,3317.000000,16663.864348,3317.000000,16663.864348,3317.000000,16663.864348,3317.000000,16663.864348,3317.000000
36,30.000000,18.000000,20454.708504,2811.000000,20454.708504,2811.000000,20454.708504,2811.000000,20454.708504,2811.000000,20454.708504,2811.000000,20454.708504,2811.000000
36,4.073000,262144.000000,66908.013220,8319.000000,66908.013220,8319.000000,66908.013220,8319.000000,66908.013220,8319.000000,66908.013220,8319.000000,66908.013220,8319.000000
36,16.772000,64.000000,18196.643427,2705.000000,18196.643427,2705.000000,18196.643427,2705.000000,18196.643427,2705.000000,18196.643427,2705.000000,18196.643427,2705.000000
36,30.000000,6.000000,18088.273135,1475.000000,18088.273135,1475.000000,18088.273135,1475.000000,18088.273135,1475.000000,18088.273135,1475.000000,18088.273135,1475.000000
36,4.639000,32768.000000,237309.533350,39315.000000,237309.533350,39315.000000,237309.533350,39315.000000,237309.533350,39315.000000,237309.533350,39315.000000,237309.533350,39315.000000
36,7.918000,512.000000,53472.889729,26323.000000,53472.889729,26323.000000,53472.889729,26323.000000,53472.889729,26323.000000,53472.889729,26323.000000,53472.889729,26323.000000
36,30.000000,9.000000,16753.858362,2136.000000,16753.858362,2136.000000,16753.858362,2136.000000,16753.858362,2136.000000,16753.858362,2136.000000,16753.858362,2136.000000
36,30.000000,12.000000,15470.750661,1397.000000,15470.750661,1397.000000,15470.750661,1397.000000,15470.750661,1397.000000,15470.750661,1397.000000,15470.750661,1397.000000
36,5.649000,4096.000000,81730.103310,16524.000000,81730.103310,16524.000000,81730.103310,16524.000000,81730.103310,16524.000000,81730.103310,16524.000000,81730.103310,16524.000000
