Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
24,4.073000,262144.000000,321331.574650,174223.000000,321331.574650,174223.000000,321331.574650,174223.000000,321331.574650,174223.000000,321331.574650,174223.000000,321331.574650,174223.000000
24,7.918000,512.000000,2385455.807496,282270.000000,2385455.807496,282270.000000,2385455.807496,282270.000000,2385455.807496,282270.000000,2385455.807496,282270.000000,2385455.807496,282270.000000
24,4.639000,32768.000000,708004.241537,270996.000000,708004.241537,270996.000000,708004.241537,270996.000000,708004.241537,270996.000000,708004.241537,270996.000000,708004.241537,270996.000000
24,16.772000,64.000000,3755529.401114,65440.000000,3755529.401114,65440.000000,3755529.401114,65440.000000,3755529.401114,65440.000000,3755529.401114,65440.000000,3755529.401114,65440.000000
24,5.649000,4096.000000,897882.976902,262990.000000,897882.976902,262990.000000,897882.976902,262990.000000,897882.976902,262990.000000,897882.976902,262990.000000,897882.976902,262990.000000
24,30.000000,15.000000,3354209.760257,59600.000000,3354209.760257,59600.000000,3354209.760257,59600.000000,3354209.760257,59600.000000,3354209.760257,59600.000000,3354209.760257,59600.000000
24,30.000000,9.000000,3541895.465404,62333.000000,3541895.465404,62333.000000,3541895.465404,62333.000000,3541895.465404,62333.000000,3541895.465404,62333.000000,3541895.465404,62333.000000
24,30.000000,18.000000,3759539.214791,65410.000000,3759539.214791,65410.000000,3759539.214791,65410.000000,3759539.214791,65410.000000,3759539.214791,65410.000000,3759539.214791,65410.000000
24,30.000000,12.000000,3743039.672670,65204.000000,3743039.672670,65204.000000,3743039.672670,65204.000000,3743039.672670,65204.000000,3743039.672670,65204.000000,3743039.672670,65204.000000
24,30.000000,6.000000,3831189.895275,65283.000000,3831189.895275,65283.000000,3831189.895275,65283.000000,3831189.895275,65283.000000,3831189.895275,65283.000000,3831189.895275,65283.000000
