Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
28,4.073000,262144.000000,210622.035079,107024.000000,210622.035079,107024.000000,210622.035079,107024.000000,210622.035079,107024.000000,210622.035079,107024.000000,210622.035079,107024.000000
28,7.918000,512.000000,1382998.386900,301086.000000,1382998.386900,301086.000000,1382998.386900,301086.000000,1382998.386900,301086.000000,1382998.386900,301086.000000,1382998.386900,301086.000000
28,30.000000,12.000000,1263725.514098,22931.000000,1263725.514098,22931.000000,1263725.514098,22931.000000,1263725.514098,22931.000000,1263725.514098,22931.000000,1263725.514098,22931.000000
28,30.000000,18.000000,1879663.444333,32572.000000,1879663.444333,32572.000000,1879663.444333,32572.000000,1879663.444333,32572.000000,1879663.444333,32572.000000,1879663.444333,32572.000000
28,30.000000,15.000000,1370679.092163,25810.000000,1370679.092163,25810.000000,1370679.092163,25810.000000,1370679.092163,25810.000000,1370679.092163,25810.000000,1370679.092163,25810.000000
28,30.000000,6.000000,1146419.341056,24310.000000,1146419.341056,24310.000000,1146419.341056,24310.000000,1146419.341056,24310.000000,1146419.341056,24310.000000,1146419.341056,24310.000000
28,5.649000,4096.000000,302551.538114,185226.000000,302551.538114,185226.000000,302551.538114,185226.000000,302551.538114,185226.000000,302551.538114,185226.000000,302551.538114,185226.000000
28,4.639000,32768.000000,171513.391130,71344.000000,171513.391130,71344.000000,171513.391130,71344.000000,171513.391130,71344.000000,171513.391130,71344.000000,171513.391130,71344.000000
28,16.772000,64.000000,1599955.832252,26507.000000,1599955.832252,26507.000000,1599955.832252,26507.000000,1599955.832252,26507.000000,1599955.832252,26507.000000,1599955.832252,26507.000000
28,30.000000,9.000000,1500657.791791,28400.000000,1500657.791791,28400.000000,1500657.791791,28400.000000,1500657.791791,28400.000000,1500657.791791,28400.000000,1500657.791791,28400.000000
