Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
28,30.000000,15.000000,1514328.427977,26402.000000,1514328.427977,26402.000000,1514328.427977,26402.000000,1514328.427977,26402.000000,1514328.427977,26402.000000,1514328.427977,26402.000000
28,30.000000,18.000000,1743783.449014,29559.000000,1743783.449014,29559.000000,1743783.449014,29559.000000,1743783.449014,29559.000000,1743783.449014,29559.000000,1743783.449014,29559.000000
28,16.772000,64.000000,1462730.184733,23872.000000,1462730.184733,23872.000000,1462730.184733,23872.000000,1462730.184733,23872.000000,1462730.184733,23872.000000,1462730.184733,23872.000000
28,4.073000,262144.000000,471030.435537,273125.000000,471030.435537,273125.000000,471030.435537,273125.000000,471030.435537,273125.000000,471030.435537,273125.000000,471030.435537,273125.000000
28,30.000000,12.000000,1511689.185385,26653.000000,1511689.185385,26653.000000,1511689.185385,26653.000000,1511689.185385,26653.000000,1511689.185385,26653.000000,1511689.185385,26653.000000
28,7.918000,512.000000,1360609.873612,277544.000000,1360609.873612,277544.000000,1170450.266975,157342.000000,1360609.873612,277544.000000,1360609.873612,277544.000000,1360609.873612,277544.000000
28,30.000000,9.000000,1361766.964669,25053.000000,1361766.964669,25053.000000,1361766.964669,25053.000000,1361766.964669,25053.000000,1361766.964669,25053.000000,1361766.964669,25053.000000
28,4.639000,32768.000000,310577.916892,184965.000000,310577.916892,184965.000000,310577.916892,184965.000000,310577.916892,184965.000000,310577.916892,184965.000000,310577.916892,184965.000000
28,30.000000,6.000000,1559795.727315,26767.000000,1559795.727315,26767.000000,1559795.727315,26767.000000,1559795.727315,26767.000000,1559795.727315,26767.000000,1559795.727315,26767.000000
28,5.649000,4096.000000,620142.110750,246785.000000,620142.110750,246785.000000,620142.110750,246785.000000,620142.110750,246785.000000,620142.110750,246785.000000,620142.110750,246785.000000
