Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
28,30.000000,18.000000,1667257.634739,28112.000000,1667257.634739,28112.000000,1667257.634739,28112.000000,1667257.634739,28112.000000,1667257.634739,28112.000000,1667257.634739,28112.000000
28,30.000000,12.000000,1236229.926842,27151.000000,1236229.926842,27151.000000,1236229.926842,27151.000000,1236229.926842,27151.000000,1236229.926842,27151.000000,1236229.926842,27151.000000
28,5.649000,4096.000000,282389.899853,193548.000000,282389.899853,193548.000000,282389.899853,193548.000000,282389.899853,193548.000000,282389.899853,193548.000000,282389.899853,193548.000000
28,4.073000,262144.000000,224019.810361,49649.000000,224019.810361,49649.000000,224019.810361,49649.000000,224019.810361,49649.000000,224019.810361,49649.000000,224019.810361,49649.000000
28,4.639000,32768.000000,327840.932373,177524.000000,327840.932373,177524.000000,327840.932373,177524.000000,327840.932373,177524.000000,327840.932373,177524.000000,327840.932373,177524.000000
28,30.000000,15.000000,1499338.650294,26804.000000,1499338.650294,26804.000000,1499338.650294,26804.000000,1499338.650294,26804.000000,1499338.650294,26804.000000,1499338.650294,26804.000000
28,30.000000,6.000000,1171325.066929,24986.000000,1171325.066929,24986.000000,1171325.066929,24986.000000,1171325.066929,24986.000000,1171325.066929,24986.000000,1171325.066929,24986.000000
28,7.918000,512.000000,1425210.940417,289666.000000,1425210.940417,289666.000000,1425210.940417,289666.000000,1425210.940417,289666.000000,1425210.940417,289666.000000,1425210.940417,289666.000000
28,16.772000,64.000000,1484759.777151,25080.000000,1484759.777151,25080.000000,1484759.777151,25080.000000,1484759.777151,25080.000000,1484759.777151,25080.000000,1484759.777151,25080.000000
28,30.000000,9.000000,1474571.845997,27597.000000,1474571.845997,27597.000000,1474571.845997,27597.000000,1474571.845997,27597.000000,1474571.845997,27597.000000,1474571.845997,27597.000000
