Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
34,30.000000,15.000000,42350.489017,2369.000000,42350.489017,2369.000000,42350.489017,2369.000000,42350.489017,2369.000000,42350.489017,2369.000000,42350.489017,2369.000000
34,30.000000,12.000000,23176.085476,7532.000000,23176.085476,7532.000000,23176.085476,7532.000000,23176.085476,7532.000000,23176.085476,7532.000000,23176.085476,7532.000000
34,7.918000,512.000000,42378.105868,16555.000000,42378.105868,16555.000000,42378.105868,16555.000000,42378.105868,16555.000000,42378.105868,16555.000000,42378.105868,16555.000000
34,30.000000,18.000000,26200.068015,2594.000000,26200.068015,2594.000000,26200.068015,2594.000000,26200.068015,2594.000000,26200.068015,2594.000000,26200.068015,2594.000000
34,16.772000,64.000000,26830.583818,3445.000000,26830.583818,3445.000000,26830.583818,3445.000000,26830.583818,3445.000000,26830.583818,3445.000000,26830.583818,3445.000000
34,30.000000,6.000000,23253.366853,3395.000000,23253.366853,3395.000000,23253.366853,3395.000000,23253.366853,3395.000000,23253.366853,3395.000000,23253.366853,3395.000000
34,5.649000,4096.000000,96211.168634,27636.000000,96211.168634,27636.000000,96211.168634,27636.000000,96211.168634,27636.000000,96211.168634,27636.000000,96211.168634,27636.000000
34,4.073000,262144.000000,291948.659406,67822.000000,291948.659406,67822.000000,291948.659406,67822.000000,291948.659406,67822.000000,291948.659406,67822.000000,291948.659406,67822.000000
34,4.639000,32768.000000,96490.087289,17958.000000,96490.087289,17958.000000,96490.087289,17958.000000,96490.087289,17958.000000,96490.087289,17958.000000,96490.087289,17958.000000
34,30.000000,9.000000,28733.022900,6490.000000,28733.022900,6490.000000,28733.022900,6490.000000,28733.022900,6490.000000,28733.022900,6490.000000,28733.022900,6490.000000
