arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
32,50.000000,25,2603492.668363,2716774.499991,2716774.499991,2716774.499991,2711851.419699,2716774.499991,2716774.499991,2716774.499991
32,1000.000000,400,119884163.075342,119884163.075342,119884163.075342,119884163.075342,119884163.075342,119884163.075342,119884163.075342,119884163.075342
32,250.000000,100,27640893.030670,27640893.030670,27640893.030670,27640893.030670,27640893.030670,27640893.030670,27640893.030670,27640893.030670
32,16.772000,64,105338.516280,105263.812505,105263.812505,105263.812505,105263.812505,105263.812505,105263.812505,105263.812505
32,30.000000,6,71092.526204,71092.526204,71092.526204,71092.526204,71092.526204,71092.526204,71092.526204,71092.526204
32,7.918000,512,145642.021467,144483.422063,147113.012297,147006.280206,147006.280206,147006.280206,147006.280206,147006.280206
32,30.000000,12,104636.790958,104636.790958,104636.790958,104636.790958,104636.790958,104636.790958,104636.790958,104636.790958
32,30.000000,9,89426.238001,89426.238001,89426.238001,89426.238001,89426.238001,89426.238001,89426.238001,89426.238001
32,5.649000,4096,264003.054893,264003.054893,264003.054893,264003.054893,264003.054893,264003.054893,264003.054893,264003.054893
32,4.639000,32768,503742.972192,504141.329971,504141.329971,504141.329971,504141.329971,504141.329971,504141.329971,504141.329971
32,4.073000,262144,12357087.305964,986930.850189,986930.850189,986930.850189,986930.850189,986930.850189,986930.850189,986930.850189
