Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
40,30.000000,9.000000,9607.172685,909.000000,9607.172685,909.000000,9607.172685,909.000000,9607.172685,909.000000,9607.172685,909.000000,9607.172685,909.000000
40,30.000000,12.000000,11562.755597,893.000000,11562.755597,893.000000,11562.755597,893.000000,11562.755597,893.000000,11562.755597,893.000000,11562.755597,893.000000
40,30.000000,6.000000,9804.692346,752.000000,9804.692346,752.000000,9804.692346,752.000000,9804.692346,752.000000,9804.692346,752.000000,9804.692346,752.000000
40,30.000000,15.000000,12280.990758,1327.000000,12280.990758,1327.000000,12280.990758,1327.000000,12280.990758,1327.000000,12280.990758,1327.000000,12280.990758,1327.000000
40,4.073000,262144.000000,110395.557972,22714.000000,110395.557972,22714.000000,110395.557972,22714.000000,110395.557972,22714.000000,110395.557972,22714.000000,110395.557972,22714.000000
40,7.918000,512.000000,24652.955705,7659.000000,24652.955705,7659.000000,24652.955705,7659.000000,24652.955705,7659.000000,24652.955705,7659.000000,24652.955705,7659.000000
40,5.649000,4096.000000,74405.865535,10790.000000,74405.865535,10790.000000,74405.865535,10790.000000,74405.865535,10790.000000,74405.865535,10790.000000,74405.865535,10790.000000
40,30.000000,18.000000,12305.708269,1046.000000,12315.537057,1046.000000,12305.708269,1046.000000,12305.708269,1046.000000,12305.708269,1046.000000,12305.708269,1046.000000
40,16.772000,64.000000,11879.987332,894.000000,11879.987332,894.000000,11879.987332,894.000000,11879.987332,894.000000,11879.987332,894.000000,11879.987332,894.000000
40,4.639000,32768.000000,243991.559053,87054.000000,243991.559053,87054.000000,243991.559053,87054.000000,243991.559053,87054.000000,243991.559053,87054.000000,243991.559053,87054.000000
