Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
40,30.000000,12.000000,11262.814790,1207.000000,11262.814790,1207.000000,11262.814790,1207.000000,11262.814790,1207.000000,11262.814790,1207.000000,11262.814790,1207.000000
40,30.000000,18.000000,12851.536095,1920.000000,12905.424596,1920.000000,12851.536095,1920.000000,12851.536095,1920.000000,12851.536095,1920.000000,12851.536095,1920.000000
40,16.772000,64.000000,10920.674109,574.000000,10920.674109,574.000000,10920.674109,574.000000,10920.674109,574.000000,10920.674109,574.000000,10920.674109,574.000000
40,30.000000,15.000000,11215.871968,1761.000000,11215.871968,1761.000000,11215.871968,1761.000000,11215.871968,1761.000000,11215.871968,1761.000000,11215.871968,1761.000000
40,30.000000,6.000000,11137.267888,1867.000000,11137.267888,1867.000000,11137.267888,1867.000000,11137.267888,1867.000000,11137.267888,1867.000000,11137.267888,1867.000000
40,7.918000,512.000000,19522.365507,3300.000000,19522.365507,3300.000000,19522.365507,3300.000000,19522.365507,3300.000000,19522.365507,3300.000000,19522.365507,3300.000000
40,30.000000,9.000000,10612.336548,1270.000000,10612.336548,1270.000000,10612.336548,1270.000000,10612.336548,1270.000000,10612.336548,1270.000000,10612.336548,1270.000000
40,5.649000,4096.000000,69809.564903,11937.000000,69809.564903,11937.000000,69809.564903,11937.000000,69809.564903,11937.000000,69809.564903,11937.000000,69809.564903,11937.000000
40,4.073000,262144.000000,338530.547933,46494.000000,338530.547933,46494.000000,338530.547933,46494.000000,338530.547933,46494.000000,338530.547933,46494.000000,338530.547933,46494.000000
40,4.639000,32768.000000,123994.962898,23885.000000,123994.962898,23885.000000,123994.962898,23885.000000,123994.962898,23885.000000,123994.962898,23885.000000,123994.962898,23885.000000
