Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
34,7.918000,512.000000,72483.521989,48786.000000,72483.521989,48786.000000,72483.521989,48786.000000,72483.521989,48786.000000,72483.521989,48786.000000,72483.521989,48786.000000
34,30.000000,18.000000,27735.596532,4583.000000,27735.596532,4583.000000,27735.596532,4583.000000,27735.596532,4583.000000,27735.596532,4583.000000,27735.596532,4583.000000
34,30.000000,15.000000,38947.708238,2437.000000,38947.708238,2437.000000,38947.708238,2437.000000,38947.708238,2437.000000,38947.708238,2437.000000,38947.708238,2437.000000
34,30.000000,9.000000,21080.670649,2808.000000,21080.670649,2808.000000,21080.670649,2808.000000,21080.670649,2808.000000,21080.670649,2808.000000,21080.670649,2808.000000
34,30.000000,12.000000,24749.321667,6947.000000,24749.321667,6947.000000,24749.321667,6947.000000,24749.321667,6947.000000,24749.321667,6947.000000,24749.321667,6947.000000
34,30.000000,6.000000,27376.841180,5195.000000,27376.841180,5195.000000,27376.841180,5195.000000,27376.841180,5195.000000,27376.841180,5195.000000,27376.841180,5195.000000
34,5.649000,4096.000000,113483.627709,48628.000000,113483.627709,48628.000000,113483.627709,48628.000000,113483.627709,48628.000000,113483.627709,48628.000000,113483.627709,48628.000000
34,4.639000,32768.000000,288257.558036,77776.000000,288257.558036,77776.000000,288257.558036,77776.000000,288257.558036,77776.000000,288257.558036,77776.000000,288257.558036,77776.000000
34,16.772000,64.000000,26001.848473,6085.000000,26001.848473,6085.000000,26001.848473,6085.000000,26001.848473,6085.000000,26001.848473,6085.000000,26001.848473,6085.000000
34,4.073000,262144.000000,414804.125425,79797.000000,414804.125425,79797.000000,414804.125425,79797.000000,414804.125425,79797.000000,414804.125425,79797.000000,414804.125425,79797.000000
