Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
26,7.918000,512.000000,1816340.294610,288622.000000,1816340.294610,288622.000000,1816340.294610,288622.000000,1816340.294610,288622.000000,1816340.294610,288622.000000,1816340.294610,288622.000000
26,16.772000,64.000000,2573354.817608,45919.000000,2573354.817608,45919.000000,2573354.817608,45919.000000,2573354.817608,45919.000000,2573354.817608,45919.000000,2573354.817608,45919.000000
26,30.000000,15.000000,2447301.942176,42548.000000,2447301.942176,42548.000000,2447301.942176,42548.000000,2447301.942176,42548.000000,2447301.942176,42548.000000,2447301.942176,42548.000000
26,5.649000,4096.000000,944399.991935,254862.000000,944399.991935,254862.000000,944399.991935,254862.000000,944399.991935,254862.000000,944399.991935,254862.000000,944399.991935,254862.000000
26,4.639000,32768.000000,582947.796202,265920.000000,582947.796202,265920.000000,582947.796202,265920.000000,582947.796202,265920.000000,582947.796202,265920.000000,582947.796202,265920.000000
26,30.000000,9.000000,2623881.958090,45207.000000,2623881.958090,45207.000000,2623881.958090,45207.000000,2623881.958090,45207.000000,2623881.958090,45207.000000,2623881.958090,45207.000000
26,30.000000,6.000000,2670763.833062,45362.000000,2670763.833062,45362.000000,2670763.833062,45362.000000,2670763.833062,45362.000000,2670763.833062,45362.000000,2670763.833062,45362.000000
26,4.073000,262144.000000,399269.013384,212003.000000,399269.013384,212003.000000,399269.013384,212003.000000,399269.013384,212003.000000,399269.013384,212003.000000,399269.013384,212003.000000
26,30.000000,18.000000,2963190.437772,50720.000000,2963190.437772,50720.000000,2963190.437772,50720.000000,2963190.437772,50720.000000,2963190.437772,50720.000000,2963190.437772,50720.000000
26,30.000000,12.000000,2606731.545994,46832.000000,2606731.545994,46832.000000,2606731.545994,46832.000000,2606731.545994,46832.000000,2606731.545994,46832.000000,2606731.545994,46832.000000
