Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
22,5.649000,4096.000000,1638362.241428,282937.000000,1638362.241428,282937.000000,1638362.241428,282937.000000,1638362.241428,282937.000000,1638362.241428,282937.000000,1638362.241428,282937.000000
22,4.073000,262144.000000,364552.667900,210881.000000,364552.667900,210881.000000,364552.667900,210881.000000,364552.667900,210881.000000,364552.667900,210881.000000,364552.667900,210881.000000
22,30.000000,15.000000,5101857.160528,89020.000000,5101857.160528,89020.000000,5101857.160528,89020.000000,5101857.160528,89020.000000,5101857.160528,89020.000000,5101857.160528,89020.000000
22,30.000000,12.000000,4804589.312344,82331.000000,4804589.312344,82331.000000,4804589.312344,82331.000000,4804589.312344,82331.000000,4804589.312344,82331.000000,4804589.312344,82331.000000
22,4.639000,32768.000000,620588.852742,239657.000000,620588.852742,239657.000000,620588.852742,239657.000000,620588.852742,239657.000000,620588.852742,239657.000000,620588.852742,239657.000000
22,7.918000,512.000000,2958016.028158,304558.000000,2958016.028158,304558.000000,2958016.028158,304558.000000,2958016.028158,304558.000000,2958016.028158,304558.000000,2958016.028158,304558.000000
22,30.000000,9.000000,4880396.663458,83207.000000,4880396.663458,83207.000000,4880396.663458,83207.000000,4880396.663458,83207.000000,4880396.663458,83207.000000,4880396.663458,83207.000000
22,30.000000,6.000000,5058999.422140,86323.000000,5058999.422140,86323.000000,5058999.422140,86323.000000,5058999.422140,86323.000000,5058999.422140,86323.000000,5058999.422140,86323.000000
22,30.000000,18.000000,5306654.915101,91024.000000,5306654.915101,91024.000000,5306654.915101,91024.000000,5306654.915101,91024.000000,5306654.915101,91024.000000,5306654.915101,91024.000000
22,16.772000,64.000000,4721282.575958,82643.000000,4721282.575958,82643.000000,4721282.575958,82643.000000,4721282.575958,82643.000000,4721282.575958,82643.000000,4721282.575958,82643.000000
