Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
30,16.772000,64.000000,344328.875397,6977.000000,344328.875397,6977.000000,344328.875397,6977.000000,344328.875397,6977.000000,344328.875397,6977.000000,344328.875397,6977.000000
30,4.073000,262144.000000,503528.374532,270667.000000,503528.374532,270667.000000,503528.374532,270667.000000,503528.374532,270667.000000,503528.374532,270667.000000,503528.374532,270667.000000
30,30.000000,18.000000,427314.375078,10136.000000,427314.375078,10136.000000,427314.375078,10136.000000,427314.375078,10136.000000,427314.375078,10136.000000,427314.375078,10136.000000
30,30.000000,12.000000,349041.480737,19408.000000,349041.480737,19408.000000,349041.480737,19408.000000,349041.480737,19408.000000,349041.480737,19408.000000,349041.480737,19408.000000
30,4.639000,32768.000000,462999.016698,217124.000000,462999.016698,217124.000000,462999.016698,217124.000000,462999.016698,217124.000000,462999.016698,217124.000000,462999.016698,217124.000000
30,5.649000,4096.000000,453249.802057,227106.000000,453249.802057,227106.000000,453249.802057,227106.000000,453249.802057,227106.000000,453249.802057,227106.000000,453249.802057,227106.000000
30,7.918000,512.000000,123386.304645,53065.000000,123386.304645,53065.000000,123386.304645,53065.000000,123386.304645,53065.000000,123386.304645,53065.000000,123386.304645,53065.000000
30,30.000000,15.000000,162006.280199,7889.000000,162006.280199,7889.000000,162006.280199,7889.000000,162006.280199,7889.000000,162006.280199,7889.000000,162006.280199,7889.000000
30,30.000000,9.000000,698276.631306,16114.000000,698276.631306,16114.000000,698276.631306,16114.000000,698276.631306,16114.000000,698276.631306,16114.000000,698276.631306,16114.000000
30,30.000000,6.000000,374177.068196,27218.000000,374177.068196,27218.000000,374177.068196,27218.000000,374177.068196,27218.000000,374177.068196,27218.000000,374177.068196,27218.000000
