Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
26,4.073000,262144.000000,388322.859873,187237.000000,388322.859873,187237.000000,388322.859873,187237.000000,388322.859873,187237.000000,388322.859873,187237.000000,388322.859873,187237.000000
26,30.000000,9.000000,2464916.399131,41617.000000,2464916.399131,41617.000000,2464916.399131,41617.000000,2464916.399131,41617.000000,2464916.399131,41617.000000,2464916.399131,41617.000000
26,7.918000,512.000000,1992382.040980,273735.000000,1992382.040980,273735.000000,1992382.040980,273735.000000,1992382.040980,273735.000000,1992382.040980,273735.000000,1992382.040980,273735.000000
26,5.649000,4096.000000,625673.930541,284809.000000,625673.930541,284809.000000,625673.930541,284809.000000,625673.930541,284809.000000,625673.930541,284809.000000,625673.930541,284809.000000
26,16.772000,64.000000,2676597.877562,46293.000000,2676597.877562,46293.000000,2676597.877562,46293.000000,2676597.877562,46293.000000,2676597.877562,46293.000000,2676597.877562,46293.000000
26,4.639000,32768.000000,411404.624886,262160.000000,411404.624886,262160.000000,411404.624886,262160.000000,411404.624886,262160.000000,411404.624886,262160.000000,411404.624886,262160.000000
26,30.000000,12.000000,2401839.217790,40869.000000,2401839.217790,40869.000000,2401839.217790,40869.000000,2401839.217790,40869.000000,2401839.217790,40869.000000,2401839.217790,40869.000000
26,30.000000,15.000000,2714558.766368,48459.000000,2714558.766368,48459.000000,2714558.766368,48459.000000,2714558.766368,48459.000000,2714558.766368,48459.000000,2714558.766368,48459.000000
26,30.000000,18.000000,3176180.201203,53600.000000,3176180.201203,53600.000000,3176180.201203,53600.000000,3176180.201203,53600.000000,3176180.201203,53600.000000,3176180.201203,53600.000000
26,30.000000,6.000000,2611984.475651,43634.000000,2611984.475651,43634.000000,2611984.475651,43634.000000,2611984.475651,43634.000000,2611984.475651,43634.000000,2611984.475651,43634.000000
