Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
24,5.649000,4096.000000,1027974.410039,259392.000000,1027974.410039,259392.000000,1027974.410039,259392.000000,1027974.410039,259392.000000,1027974.410039,259392.000000,1027974.410039,259392.000000
24,7.918000,512.000000,2471297.530515,299306.000000,2471297.530515,299306.000000,2471297.530515,299306.000000,2471297.530515,299306.000000,2471297.530515,299306.000000,2471297.530515,299306.000000
24,4.073000,262144.000000,100695.337191,41106.000000,100695.337191,41106.000000,100695.337191,41106.000000,100695.337191,41106.000000,100695.337191,41106.000000,100695.337191,41106.000000
24,4.639000,32768.000000,542506.748489,237776.000000,542506.748489,237776.000000,542506.748489,237776.000000,542506.748489,237776.000000,542506.748489,237776.000000,542506.748489,237776.000000
24,30.000000,12.000000,3895378.344904,66994.000000,3895378.344904,66994.000000,3895378.344904,66994.000000,3895378.344904,66994.000000,3895378.344904,66994.000000,3895378.344904,66994.000000
24,16.772000,64.000000,4002444.776757,68682.000000,4002444.776757,68682.000000,4002444.776757,68682.000000,4002444.776757,68682.000000,4002444.776757,68682.000000,4002444.776757,68682.000000
24,30.000000,18.000000,3975171.592738,71534.000000,3975171.592738,71534.000000,3975171.592738,71534.000000,3975171.592738,71534.000000,3975171.592738,71534.000000,3975171.592738,71534.000000
24,30.000000,15.000000,3835744.600535,65907.000000,3835744.600535,65907.000000,3835744.600535,65907.000000,3835744.600535,65907.000000,3835744.600535,65907.000000,3835744.600535,65907.000000
24,30.000000,9.000000,4020032.642016,68421.000000,4020032.642016,68421.000000,4020032.642016,68421.000000,4020032.642016,68421.000000,4020032.642016,68421.000000,4020032.642016,68421.000000
24,30.000000,6.000000,4010481.425503,70045.000000,4010481.425503,70045.000000,4010481.425503,70045.000000,4010481.425503,70045.000000,4010481.425503,70045.000000,4010481.425503,70045.000000
