Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
36,4.073000,262144.000000,149765.917518,116852.000000
36,4.639000,32768.000000,99405.436265,52049.000000
36,5.649000,4096.000000,60576.453652,30865.000000
36,7.918000,512.000000,37434.720261,15290.000000
36,16.772000,64.000000,23453.521036,5367.000000
36,30.000000,6.000000,30644.883129,6491.000000
36,30.000000,9.000000,22843.191940,5486.000000
36,30.000000,12.000000,25157.353040,5810.000000
36,30.000000,15.000000,26687.763095,4963.000000
36,30.000000,18.000000,31630.057082,6844.000000
