Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
28,4.073000,262144.000000,117473.199578,78389.000000
28,4.639000,32768.000000,284093.355637,211540.000000
28,5.649000,4096.000000,294032.788143,203942.000000
28,7.918000,512.000000,1254462.197916,233047.000000
28,16.772000,64.000000,1554136.650193,149439.000000
28,30.000000,6.000000,1302656.644601,104368.000000
28,30.000000,9.000000,1669741.313494,140679.000000
28,30.000000,12.000000,1308893.095709,91842.000000
28,30.000000,15.000000,1530070.109602,118256.000000
28,30.000000,18.000000,1606051.058947,119169.000000
