Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
36,4.073000,262144.000000,96647.632020,58622.000000
36,4.639000,32768.000000,166103.868128,130949.000000
36,5.649000,4096.000000,39683.875101,15975.000000
36,7.918000,512.000000,30945.369363,7868.000000
36,16.772000,64.000000,20273.895704,4020.000000
36,30.000000,6.000000,21560.765293,3781.000000
36,30.000000,9.000000,20793.652132,4038.000000
36,30.000000,12.000000,22112.938927,4727.000000
36,30.000000,15.000000,22377.013719,4680.000000
36,30.000000,18.000000,29192.793306,6163.000000
