Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
36,4.073000,262144.000000,75700.262826,51427.000000
36,4.639000,32768.000000,84847.364125,48957.000000
36,5.649000,4096.000000,82899.237530,46934.000000
36,7.918000,512.000000,34176.195883,10152.000000
36,16.772000,64.000000,27872.843235,7414.000000
36,30.000000,6.000000,20564.232638,4271.000000
36,30.000000,9.000000,21750.847501,6610.000000
36,30.000000,12.000000,26363.671577,4564.000000
36,30.000000,15.000000,23202.211080,4299.000000
36,30.000000,18.000000,27460.256827,5818.000000
