Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
26,4.073000,262144.000000,114066.334490,104906.000000
26,4.639000,32768.000000,433166.063144,236898.000000
26,5.649000,4096.000000,766829.761542,276748.000000
26,7.918000,512.000000,2018293.903166,235958.000000
26,16.772000,64.000000,3237328.296552,229662.000000
26,30.000000,6.000000,3753893.055265,241582.000000
26,30.000000,9.000000,3593395.252440,235508.000000
26,30.000000,12.000000,3080652.002462,221352.000000
26,30.000000,15.000000,2989777.755491,219938.000000
26,30.000000,18.000000,2971866.082431,209404.000000
