Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
26,4.073000,262144.000000,519440.172508,366061.000000
26,4.639000,32768.000000,518736.370074,278530.000000
26,5.649000,4096.000000,931099.915380,304691.000000
26,7.918000,512.000000,1462653.119014,227149.000000
26,16.772000,64.000000,2923146.714849,218450.000000
26,30.000000,6.000000,3321488.058911,221318.000000
26,30.000000,9.000000,3530312.343294,231613.000000
26,30.000000,12.000000,3140654.586169,217055.000000
26,30.000000,15.000000,2901388.997965,218194.000000
26,30.000000,18.000000,3100191.878997,203545.000000
