Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
36,4.073000,262144.000000,76492.153944,48969.000000
36,4.639000,32768.000000,38067.286139,24573.000000
36,5.649000,4096.000000,34487.874333,13735.000000
36,7.918000,512.000000,31373.998773,9726.000000
36,16.772000,64.000000,23660.218997,5411.000000
36,30.000000,6.000000,30230.509093,5309.000000
36,30.000000,9.000000,25451.221326,5162.000000
36,30.000000,12.000000,22221.948362,4094.000000
36,30.000000,15.000000,19708.741411,3234.000000
36,30.000000,18.000000,24744.490619,3971.000000
