Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
22,4.073000,262144.000000,337459.619279,216497.000000
22,4.639000,32768.000000,808921.639451,288873.000000
22,5.649000,4096.000000,1493825.682873,297008.000000
22,7.918000,512.000000,2458636.020127,258026.000000
22,16.772000,64.000000,5757839.593594,272201.000000
22,30.000000,6.000000,6705754.155371,273594.000000
22,30.000000,9.000000,6291853.967809,280515.000000
22,30.000000,12.000000,5911813.390347,288538.000000
22,30.000000,15.000000,5713819.227554,273531.000000
22,30.000000,18.000000,5102179.676258,278069.000000
