Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
38,4.073000,262144.000000,67757.952057,46189.000000
38,4.639000,32768.000000,82668.055681,54323.000000
38,5.649000,4096.000000,49585.818759,25394.000000
38,7.918000,512.000000,23298.592554,6609.000000
38,16.772000,64.000000,17547.682240,2899.000000
38,30.000000,6.000000,15897.953768,2999.000000
38,30.000000,9.000000,19400.832920,3829.000000
38,30.000000,12.000000,24397.784428,9013.000000
38,30.000000,15.000000,17377.746546,4554.000000
38,30.000000,18.000000,19587.610089,4938.000000
