Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
24,4.073000,262144.000000,302542.324775,173691.000000
24,4.639000,32768.000000,551341.737893,291528.000000
24,5.649000,4096.000000,939440.819130,270627.000000
24,7.918000,512.000000,2414202.225177,281320.000000
24,16.772000,64.000000,4295926.781951,251655.000000
24,30.000000,6.000000,5235370.854239,256468.000000
24,30.000000,9.000000,4941391.100951,259322.000000
24,30.000000,12.000000,4522402.963092,246024.000000
24,30.000000,15.000000,4600886.998428,269323.000000
24,30.000000,18.000000,4188870.520598,262572.000000
