Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
30,4.073000,262144.000000,90401.099894,65079.000000
30,4.639000,32768.000000,514554.657815,288281.000000
30,5.649000,4096.000000,250778.925725,130129.000000
30,7.918000,512.000000,634731.604642,228404.000000
30,16.772000,64.000000,394873.907008,29817.000000
30,30.000000,6.000000,629372.295933,24667.000000
30,30.000000,9.000000,461501.576249,29325.000000
30,30.000000,12.000000,594186.930834,35362.000000
30,30.000000,15.000000,724385.384512,42881.000000
30,30.000000,18.000000,504726.013187,43264.000000
