Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
28,4.073000,262144.000000,152359.678980,122134.000000
28,4.639000,32768.000000,215975.926436,120985.000000
28,5.649000,4096.000000,437826.431539,235433.000000
28,7.918000,512.000000,1161343.138147,238167.000000
28,16.772000,64.000000,1284626.348477,80858.000000
28,30.000000,6.000000,1700786.017103,133615.000000
28,30.000000,9.000000,1617512.888358,126458.000000
28,30.000000,12.000000,1602077.977217,135964.000000
28,30.000000,15.000000,1310095.729591,91355.000000
28,30.000000,18.000000,1456073.334546,138953.000000
