Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
26,4.073000,262144.000000,243062.366240,222748.000000
26,4.639000,32768.000000,181930.468660,111585.000000
26,5.649000,4096.000000,974990.237425,305916.000000
26,7.918000,512.000000,1588186.210438,235442.000000
26,16.772000,64.000000,3255017.566564,221203.000000
26,30.000000,6.000000,3868836.308309,237482.000000
26,30.000000,9.000000,3703650.297821,249058.000000
26,30.000000,12.000000,3112657.044260,223023.000000
26,30.000000,15.000000,3060299.468709,204427.000000
26,30.000000,18.000000,3371821.340120,250788.000000
