Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
22,4.073000,262144.000000,313701.900536,171223.000000
22,4.639000,32768.000000,597455.672286,229204.000000
22,5.649000,4096.000000,1513866.785706,263863.000000
22,7.918000,512.000000,2474036.607274,264751.000000
22,16.772000,64.000000,5630066.924740,270251.000000
22,30.000000,6.000000,6349030.464400,276729.000000
22,30.000000,9.000000,6335671.055651,276652.000000
22,30.000000,12.000000,5650212.106613,274592.000000
22,30.000000,15.000000,5526782.111847,281013.000000
22,30.000000,18.000000,5515223.660273,279653.000000
