Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
40,4.073000,262144.000000,85861.133798,71424.000000
40,4.639000,32768.000000,48739.242434,42016.000000
40,5.649000,4096.000000,57279.317664,29773.000000
40,7.918000,512.000000,20005.974083,4699.000000
40,16.772000,64.000000,12846.662757,2136.000000
40,30.000000,6.000000,13472.504852,2226.000000
40,30.000000,9.000000,12608.988143,1754.000000
40,30.000000,12.000000,13059.958691,2390.000000
40,30.000000,15.000000,13254.133355,2349.000000
40,30.000000,18.000000,15467.363124,2641.000000
