Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
30,4.073000,262144.000000,54294.254954,47325.000000
30,4.639000,32768.000000,313217.191332,195094.000000
30,5.649000,4096.000000,568930.709464,284761.000000
30,7.918000,512.000000,465882.190272,159441.000000
30,16.772000,64.000000,800431.247986,29885.000000
30,30.000000,6.000000,685029.007706,25130.000000
30,30.000000,9.000000,565763.590094,32595.000000
30,30.000000,12.000000,903364.366548,39150.000000
30,30.000000,15.000000,771328.167382,40942.000000
30,30.000000,18.000000,948567.836434,47035.000000
