Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
20,4.073000,262144.000000,651190.409405,220679.000000
20,4.639000,32768.000000,928163.785337,272726.000000
20,5.649000,4096.000000,1586410.117733,260363.000000
20,7.918000,512.000000,3177706.498262,273951.000000
20,16.772000,64.000000,6708182.694039,289857.000000
20,30.000000,6.000000,7588675.651137,283590.000000
20,30.000000,9.000000,6899960.624806,279426.000000
20,30.000000,12.000000,6473589.902222,293013.000000
20,30.000000,15.000000,6777706.101901,295588.000000
20,30.000000,18.000000,6402587.049091,285483.000000
