Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
24,4.073000,262144.000000,484891.796852,276474.000000
24,4.639000,32768.000000,323067.393228,248911.000000
24,5.649000,4096.000000,879230.653936,258331.000000
24,7.918000,512.000000,2080129.428641,263131.000000
24,16.772000,64.000000,4817158.866934,270654.000000
24,30.000000,6.000000,4923391.839163,241568.000000
24,30.000000,9.000000,5163237.619961,260748.000000
24,30.000000,12.000000,4508256.980838,258380.000000
24,30.000000,15.000000,4577150.587094,266006.000000
24,30.000000,18.000000,4311651.305495,253042.000000
