Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
24,4.073000,262144.000000,349721.581107,215771.000000
24,4.639000,32768.000000,402396.695259,213851.000000
24,5.649000,4096.000000,1021141.559013,258263.000000
24,7.918000,512.000000,2113942.293667,250814.000000
24,16.772000,64.000000,4379674.016036,251910.000000
24,30.000000,6.000000,5024250.058955,260311.000000
24,30.000000,9.000000,5286245.462019,268807.000000
24,30.000000,12.000000,4700217.941355,254199.000000
24,30.000000,15.000000,4030732.340162,251165.000000
24,30.000000,18.000000,4334982.670626,264712.000000
