Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
38,4.073000,262144.000000,50668.437641,31417.000000
38,4.639000,32768.000000,58819.605201,31049.000000
38,5.649000,4096.000000,34157.991715,11450.000000
38,7.918000,512.000000,19147.937670,3780.000000
38,16.772000,64.000000,16836.796013,3165.000000
38,30.000000,6.000000,17362.629035,2901.000000
38,30.000000,9.000000,16945.323573,3277.000000
38,30.000000,12.000000,17083.860863,3183.000000
38,30.000000,15.000000,16860.503966,3707.000000
38,30.000000,18.000000,18733.089601,3958.000000
