Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
32,4.073000,262144.000000,218062.952920,193030.000000
32,4.639000,32768.000000,124005.576225,75648.000000
32,5.649000,4096.000000,286538.285342,199520.000000
32,7.918000,512.000000,78378.542561,32975.000000
32,16.772000,64.000000,74916.326739,18673.000000
32,30.000000,6.000000,122127.732301,22811.000000
32,30.000000,9.000000,86348.736430,15850.000000
32,30.000000,12.000000,74586.279596,18851.000000
32,30.000000,15.000000,98214.002133,27917.000000
32,30.000000,18.000000,130597.834626,34613.000000
