Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
36,4.073000,262144.000000,185253.680905,168015.000000
36,4.639000,32768.000000,59743.102045,24147.000000
36,5.649000,4096.000000,46048.945341,18978.000000
36,7.918000,512.000000,43003.773404,16087.000000
36,16.772000,64.000000,22868.976344,5809.000000
36,30.000000,6.000000,19742.582101,2841.000000
36,30.000000,9.000000,24039.284827,5178.000000
36,30.000000,12.000000,23484.073454,4874.000000
36,30.000000,15.000000,24193.991754,6052.000000
36,30.000000,18.000000,35019.458462,11708.000000
