Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
30,4.073000,262144.000000,49962.708634,30123.000000
30,4.639000,32768.000000,305942.934360,247588.000000
30,5.649000,4096.000000,293789.404703,152316.000000
30,7.918000,512.000000,396134.726334,159758.000000
30,16.772000,64.000000,869598.960812,29898.000000
30,30.000000,6.000000,644740.019600,24200.000000
30,30.000000,9.000000,636960.668307,31631.000000
30,30.000000,12.000000,856986.962348,33080.000000
30,30.000000,15.000000,976626.130174,41869.000000
30,30.000000,18.000000,871612.126708,41966.000000
