Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
40,4.073000,262144.000000,115555.034512,91270.000000
40,4.639000,32768.000000,47801.062561,25648.000000
40,5.649000,4096.000000,51979.897028,30493.000000
40,7.918000,512.000000,17880.876600,6022.000000
40,16.772000,64.000000,12964.057467,2020.000000
40,30.000000,6.000000,14348.654850,2975.000000
40,30.000000,9.000000,12981.851139,2285.000000
40,30.000000,12.000000,13625.263741,2522.000000
40,30.000000,15.000000,13082.530795,2912.000000
40,30.000000,18.000000,15782.452249,3243.000000
