Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
38,4.073000,262144.000000,63608.610423,42225.000000
38,4.639000,32768.000000,175005.643969,109694.000000
38,5.649000,4096.000000,39933.848024,23988.000000
38,7.918000,512.000000,26955.789638,7426.000000
38,16.772000,64.000000,19454.277524,5366.000000
38,30.000000,6.000000,16631.486885,3073.000000
38,30.000000,9.000000,16679.037922,3358.000000
38,30.000000,12.000000,13814.895946,2133.000000
38,30.000000,15.000000,15221.239273,3309.000000
38,30.000000,18.000000,18936.958969,4255.000000
