Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
30,4.073000,262144.000000,128230.280503,104067.000000
30,4.639000,32768.000000,124815.567270,64077.000000
30,5.649000,4096.000000,229185.961691,178617.000000
30,7.918000,512.000000,872454.707670,232588.000000
30,16.772000,64.000000,524528.659991,29850.000000
30,30.000000,6.000000,784409.657330,25142.000000
30,30.000000,9.000000,359601.254971,29310.000000
30,30.000000,12.000000,579274.427268,32098.000000
30,30.000000,15.000000,1063357.947203,47061.000000
30,30.000000,18.000000,645646.308398,47927.000000
