Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
34,4.073000,262144.000000,38866.577403,20325.000000
34,4.639000,32768.000000,138225.074632,124855.000000
34,5.649000,4096.000000,62915.427250,30218.000000
34,7.918000,512.000000,63870.417448,31321.000000
34,16.772000,64.000000,31606.555080,8077.000000
34,30.000000,6.000000,36046.743639,6691.000000
34,30.000000,9.000000,46957.961764,14815.000000
34,30.000000,12.000000,36759.302564,8248.000000
34,30.000000,15.000000,44857.951692,18716.000000
34,30.000000,18.000000,34802.779099,8412.000000
