Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
30,4.073000,262144.000000,521662.076168,338881.000000
30,4.639000,32768.000000,260832.315490,222584.000000
30,5.649000,4096.000000,272868.324893,179391.000000
30,7.918000,512.000000,289606.448469,94142.000000
30,16.772000,64.000000,636816.102197,29862.000000
30,30.000000,6.000000,446800.316484,25150.000000
30,30.000000,9.000000,821443.414965,30244.000000
30,30.000000,12.000000,644559.015206,36292.000000
30,30.000000,15.000000,678208.043104,40473.000000
30,30.000000,18.000000,625078.245667,55361.000000
