Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
38,4.073000,262144.000000,64918.641652,50980.000000
38,4.639000,32768.000000,67159.225383,34170.000000
38,5.649000,4096.000000,48112.704829,19972.000000
38,7.918000,512.000000,28610.712889,11944.000000
38,16.772000,64.000000,17314.116841,3085.000000
38,30.000000,6.000000,14711.429162,2722.000000
38,30.000000,9.000000,16666.732703,3322.000000
38,30.000000,12.000000,22261.232872,5182.000000
38,30.000000,15.000000,19540.404499,3897.000000
38,30.000000,18.000000,19811.514177,6625.000000
