Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
22,4.073000,262144.000000,374963.924253,210881.000000
22,4.639000,32768.000000,617076.343391,239657.000000
22,5.649000,4096.000000,1641942.207687,282937.000000
22,7.918000,512.000000,2520023.556614,282892.000000
22,16.772000,64.000000,5415220.019918,264918.000000
22,30.000000,6.000000,6616425.657112,282982.000000
22,30.000000,9.000000,6185104.571931,276173.000000
22,30.000000,12.000000,5743290.103642,270073.000000
22,30.000000,15.000000,5705734.142422,284400.000000
22,30.000000,18.000000,5627025.321031,291779.000000
