Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
30,4.073000,262144.000000,205083.079773,157228.000000
30,4.639000,32768.000000,250229.469973,234507.000000
30,5.649000,4096.000000,545608.786714,308733.000000
30,7.918000,512.000000,223400.431522,83838.000000
30,16.772000,64.000000,606180.135945,29866.000000
30,30.000000,6.000000,636899.321194,24212.000000
30,30.000000,9.000000,629413.106378,29777.000000
30,30.000000,12.000000,617261.987752,35354.000000
30,30.000000,15.000000,907017.956660,37730.000000
30,30.000000,18.000000,494007.312664,39112.000000
