Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
28,4.073000,262144.000000,148806.319530,127805.000000
28,4.639000,32768.000000,153647.260311,81934.000000
28,5.649000,4096.000000,346645.626760,237531.000000
28,7.918000,512.000000,1247598.255396,237488.000000
28,16.772000,64.000000,1722903.830824,141666.000000
28,30.000000,6.000000,1267201.425566,103760.000000
28,30.000000,9.000000,1696818.479233,124092.000000
28,30.000000,12.000000,1316351.532830,94142.000000
28,30.000000,15.000000,1381459.169596,108817.000000
28,30.000000,18.000000,1880631.422241,160601.000000
