Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
32,4.073000,262144.000000,68276.657051,40823.000000
32,4.639000,32768.000000,233354.704052,217753.000000
32,5.649000,4096.000000,251602.890472,140813.000000
32,7.918000,512.000000,79215.293896,35227.000000
32,16.772000,64.000000,116023.814422,29796.000000
32,30.000000,6.000000,134906.252268,22336.000000
32,30.000000,9.000000,80650.617989,19001.000000
32,30.000000,12.000000,58649.001492,14382.000000
32,30.000000,15.000000,152376.711186,38611.000000
32,30.000000,18.000000,147967.013216,45333.000000
