Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
38,4.073000,262144.000000,238491.191932,235336.000000
38,4.639000,32768.000000,53276.376209,38723.000000
38,5.649000,4096.000000,35140.823923,12015.000000
38,7.918000,512.000000,30162.241197,9566.000000
38,16.772000,64.000000,16826.182098,3576.000000
38,30.000000,6.000000,13643.657721,1638.000000
38,30.000000,9.000000,16378.029399,5658.000000
38,30.000000,12.000000,19366.160280,5917.000000
38,30.000000,15.000000,17910.803779,2600.000000
38,30.000000,18.000000,18884.555833,3856.000000
