Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
34,4.073000,262144.000000,150091.751725,84109.000000
34,4.639000,32768.000000,109385.693489,77776.000000
34,5.649000,4096.000000,98374.762180,48628.000000
34,7.918000,512.000000,76634.413699,49931.000000
34,16.772000,64.000000,39485.466807,9056.000000
34,30.000000,6.000000,46205.542492,11386.000000
34,30.000000,9.000000,31227.293543,7354.000000
34,30.000000,12.000000,36933.146251,7117.000000
34,30.000000,15.000000,77230.478323,29237.000000
34,30.000000,18.000000,40419.573563,9942.000000
