Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
22,4.073000,262144.000000,597762.901751,245820.000000
22,4.639000,32768.000000,839106.667849,276591.000000
22,5.649000,4096.000000,1535465.300687,296468.000000
22,7.918000,512.000000,2651678.104628,265214.000000
22,16.772000,64.000000,5535945.051798,273750.000000
22,30.000000,6.000000,6712523.861753,279723.000000
22,30.000000,9.000000,6215688.953771,277362.000000
22,30.000000,12.000000,5786999.700562,283367.000000
22,30.000000,15.000000,5573122.407718,287809.000000
22,30.000000,18.000000,5279075.674782,272135.000000
