Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
24,4.073000,262144.000000,301831.348261,174223.000000
24,4.639000,32768.000000,547594.491332,282861.000000
24,5.649000,4096.000000,900478.049278,262990.000000
24,7.918000,512.000000,1983118.807812,237532.000000
24,16.772000,64.000000,4504053.580332,257153.000000
24,30.000000,6.000000,5322866.462962,261069.000000
24,30.000000,9.000000,4609325.229032,252628.000000
24,30.000000,12.000000,4612304.376382,253164.000000
24,30.000000,15.000000,3894130.986391,246828.000000
24,30.000000,18.000000,4124990.147867,261715.000000
