Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
26,4.073000,262144.000000,307393.070486,187237.000000
26,4.639000,32768.000000,420349.388199,262160.000000
26,5.649000,4096.000000,644789.570187,284809.000000
26,7.918000,512.000000,1713582.338367,236362.000000
26,16.772000,64.000000,3178694.622322,221853.000000
26,30.000000,6.000000,3683435.960290,223032.000000
26,30.000000,9.000000,3282998.767275,232717.000000
26,30.000000,12.000000,2954631.974671,216884.000000
26,30.000000,15.000000,3088189.167676,211355.000000
26,30.000000,18.000000,3473663.978730,243709.000000
